dataset,relative_path,video_sha256,status,error,replay_selected,replay_status,replay_video,link2_status,link2_error,link2_depth_strategy,link2_depth_valid_frame_count,link2_depth_interpolated_frame_count,link2_depth_interpolated_frame_fraction,link2_depth_total_frame_count,link2_pdi_score,link2_grade,link2_scale_component,link2_trajectory_component,link2_rigidity_component,link2_vanishing_point_component,link2_sam3_tracked_fraction,link3_status,link3_error,link3_depth_strategy,link3_depth_valid_frame_count,link3_depth_interpolated_frame_count,link3_depth_interpolated_frame_fraction,link3_depth_total_frame_count,link3_pdi_score,link3_grade,link3_scale_component,link3_trajectory_component,link3_rigidity_component,link3_vanishing_point_component,link3_sam3_tracked_fraction,link4_status,link4_error,link4_depth_strategy,link4_depth_valid_frame_count,link4_depth_interpolated_frame_count,link4_depth_interpolated_frame_fraction,link4_depth_total_frame_count,link4_pdi_score,link4_grade,link4_scale_component,link4_trajectory_component,link4_rigidity_component,link4_vanishing_point_component,link4_sam3_tracked_fraction,link5_status,link5_error,link5_depth_strategy,link5_depth_valid_frame_count,link5_depth_interpolated_frame_count,link5_depth_interpolated_frame_fraction,link5_depth_total_frame_count,link5_pdi_score,link5_grade,link5_scale_component,link5_trajectory_component,link5_rigidity_component,link5_vanishing_point_component,link5_sam3_tracked_fraction,link6_status,link6_error,link6_depth_strategy,link6_depth_valid_frame_count,link6_depth_interpolated_frame_count,link6_depth_interpolated_frame_fraction,link6_depth_total_frame_count,link6_pdi_score,link6_grade,link6_scale_component,link6_trajectory_component,link6_rigidity_component,link6_vanishing_point_component,link6_sam3_tracked_fraction,link7_status,link7_error,link7_depth_strategy,link7_depth_valid_frame_count,link7_depth_interpolated_frame_count,link7_depth_interpolated_frame_fraction,link7_depth_total_frame_count,link7_pdi_score,link7_grade,link7_scale_component,link7_trajectory_component,link7_rigidity_component,link7_vanishing_point_component,link7_sam3_tracked_fraction,geometry_seconds,query_preparation_seconds,tracker_load_seconds,exact_group_model_seconds,exact_group_total_tracking_seconds,peak_gpu_memory_bytes,total_seconds
LVP_ROBOWM,videos/0015.mp4,c47e55fa351b9c302fba125edf9839efb57dd2985c08070f6ea455f2128ae7b0,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0878,A (Physical Realism) - physically consistent and tight,0.034,0.1689,0.0331,0.0006,1.0,complete,,direct,49,0,0.0,49,0.2424,B (Minor Jitter) - slight geometric jitter,0.4234,0.1676,0.03,0.1001,1.0,failed,only 26/49 frames have valid target depths; need at least 40,unavailable,26,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.1868,B (Minor Jitter) - slight geometric jitter,0.3068,0.1505,0.0193,0.3817,1.0,complete,,direct,49,0,0.0,49,0.1054,B (Minor Jitter) - slight geometric jitter,0.1292,0.1185,0.0316,0.0,1.0,complete,,direct,49,0,0.0,49,0.1622,B (Minor Jitter) - slight geometric jitter,0.2474,0.1532,0.0097,0.0,1.0,190.16649490594864,1.1924089279491454,0.9202337990282103,2.2686900249682367,2.2803862949367613,3063880704,197.5258921229979
LVP_ROBOWM,videos/0016.mp4,75701d44f5fcdeeff1953bb858129ddfc78d68f67210e2ba76aefae0fc0c427b,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.2919,B (Minor Jitter) - slight geometric jitter,0.3605,0.3656,0.0077,0.0,1.0,complete,,direct,49,0,0.0,49,0.1309,B (Minor Jitter) - slight geometric jitter,0.0493,0.2741,0.0076,0.073,1.0,complete,,direct,49,0,0.0,49,0.1506,B (Minor Jitter) - slight geometric jitter,0.1674,0.2072,0.0036,0.08,1.0,complete,,direct,49,0,0.0,49,0.25,B (Minor Jitter) - slight geometric jitter,0.3587,0.2563,0.0201,0.0,1.0,complete,,direct,49,0,0.0,49,0.1543,B (Minor Jitter) - slight geometric jitter,0.1146,0.2666,0.0089,0.3891,1.0,complete,,direct,49,0,0.0,49,0.1792,B (Minor Jitter) - slight geometric jitter,0.1965,0.2369,0.0295,0.071,1.0,187.3320053690113,1.1879936429904774,0.99098189198412,2.733418924966827,2.745916574029252,3063880704,195.58589590305928
LVP_ROBOWM,videos/0017.mp4,004b804f2bcf6800bbc1644d3dc8a67768cff41cdce0c8401c6ebc10fc36f9e0,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0941,A (Physical Realism) - physically consistent and tight,0.037,0.1825,0.0314,0.0976,1.0,complete,,direct,49,0,0.0,49,0.2788,B (Minor Jitter) - slight geometric jitter,0.5571,0.1251,0.0295,0.2973,1.0,failed,only 37/49 frames have valid target depths; need at least 40,unavailable,37,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.1451,B (Minor Jitter) - slight geometric jitter,0.1409,0.2066,0.0304,0.5877,1.0,complete,,direct,49,0,0.0,49,0.1809,B (Minor Jitter) - slight geometric jitter,0.2617,0.1665,0.0479,0.0,1.0,complete,,direct,49,0,0.0,49,0.1729,B (Minor Jitter) - slight geometric jitter,0.2426,0.185,0.0094,0.0,1.0,192.55787559400778,1.3932710549561307,0.9329113060375676,2.392076659016311,2.4044706590939313,3063880704,200.33859474491328
LVP_ROBOWM,videos/0018.mp4,2f1d209d82a2659e38d2425580827fe82baa423a359efacec9da251422181d4e,failed,command failed with status 1; see /root/autodl-tmp/pdi/batches/exact-group-links2-7-balanced-v2/jobs/LVP_ROBOWM_videos_0018-2f1d209d82a2/sam3.log,False,not_selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVP_ROBOWM,videos/0019.mp4,843af7611be7de90b7ac456a2475c99cb7abeb8c50b5670464d8c926f85115c4,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0981,A (Physical Realism) - physically consistent and tight,0.0261,0.2038,0.0306,0.0202,1.0,complete,,direct,49,0,0.0,49,0.2048,B (Minor Jitter) - slight geometric jitter,0.367,0.1391,0.012,0.0664,1.0,complete,,interpolation_fallback,48,1,0.02040816326530612,49,1.0689,F (Geometric Failure) - geometric coherence breaks down,2.5403,0.1293,0.0051,0.0483,0.9795918367346939,complete,,direct,49,0,0.0,49,0.1945,B (Minor Jitter) - slight geometric jitter,0.2751,0.2067,0.0091,0.0,1.0,complete,,direct,49,0,0.0,49,0.1436,B (Minor Jitter) - slight geometric jitter,0.1904,0.1516,0.0337,0.0,1.0,complete,,direct,49,0,0.0,49,0.2071,B (Minor Jitter) - slight geometric jitter,0.2858,0.1836,0.0966,0.3589,1.0,183.17900950100739,1.39516911492683,1.0004726269980893,2.742678622016683,2.7563882599351928,3063880704,191.54756518395152
LVP_ROBOWM,videos/0020.mp4,90ddc617b51ab7bc8797e161a470b5b3e5741a0ae06e7171a93097ba36394edd,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.1308,B (Minor Jitter) - slight geometric jitter,0.158,0.163,0.0118,0.0876,1.0,complete,,direct,49,0,0.0,49,0.238,B (Minor Jitter) - slight geometric jitter,0.2512,0.3412,0.0051,0.0,1.0,complete,,direct,49,0,0.0,49,0.2146,B (Minor Jitter) - slight geometric jitter,0.3463,0.1824,0.0159,0.224,1.0,complete,,direct,49,0,0.0,49,0.0914,A (Physical Realism) - physically consistent and tight,0.085,0.1294,0.0281,0.0132,1.0,complete,,direct,49,0,0.0,49,0.4645,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.9501,0.1981,0.026,0.4697,1.0,complete,,direct,49,0,0.0,49,0.3782,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7337,0.2073,0.0089,0.0439,1.0,189.92599001305643,1.4086335799656808,1.0142417449969798,2.4209119009319693,2.434244894888252,3063880704,198.11013063101564
LVP_ROBOWM,videos/0021.mp4,ea2bb6bd732693f2b4deb61a3d4bf568f9b03ec15bcc8c285b1defbc982f4f1f,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0694,A (Physical Realism) - physically consistent and tight,0.008,0.1594,0.0122,0.0,1.0,complete,,direct,49,0,0.0,49,0.1045,B (Minor Jitter) - slight geometric jitter,0.1197,0.1356,0.0121,0.0719,1.0,failed,only 17/49 frames have valid target depths; need at least 40,unavailable,17,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.1678,B (Minor Jitter) - slight geometric jitter,0.2006,0.2134,0.011,0.3692,1.0,complete,,direct,49,0,0.0,49,0.0874,A (Physical Realism) - physically consistent and tight,0.0397,0.1746,0.0086,0.3758,1.0,complete,,direct,49,0,0.0,49,0.1448,B (Minor Jitter) - slight geometric jitter,0.1591,0.1907,0.0242,0.4284,1.0,192.1961056899745,1.1892900560051203,1.0806880979798734,1.5768818000797182,1.58837760402821,3063880704,199.28238812892232
LVP_ROBOWM,videos/0022.mp4,30d056b87507b1ad586cd4c6fec2cb62e05dfbbfe5d1dcc47550598268fd87e3,failed,command failed with status 1; see /root/autodl-tmp/pdi/batches/exact-group-links2-7-balanced-v2/jobs/LVP_ROBOWM_videos_0022-30d056b87507/sam3.log,False,not_selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVP_ROBOWM,videos/0023.mp4,c5ca960195d5b43249f0c60f5902aab30d0d408b5ebbad589b0a368abbee1cd8,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0796,A (Physical Realism) - physically consistent and tight,0.0246,0.1629,0.0232,0.0028,1.0,complete,,direct,49,0,0.0,49,0.2229,B (Minor Jitter) - slight geometric jitter,0.3708,0.1804,0.0125,0.1133,1.0,complete,,direct,49,0,0.0,49,0.269,B (Minor Jitter) - slight geometric jitter,0.4682,0.2025,0.0037,0.153,1.0,complete,,direct,49,0,0.0,49,0.2302,B (Minor Jitter) - slight geometric jitter,0.3522,0.2129,0.0205,0.3113,1.0,complete,,direct,49,0,0.0,49,0.1382,B (Minor Jitter) - slight geometric jitter,0.1092,0.2063,0.0599,0.5534,1.0,complete,,direct,49,0,0.0,49,0.2281,B (Minor Jitter) - slight geometric jitter,0.2147,0.2854,0.1403,0.0,1.0,194.41907870094292,1.4951308310264722,1.5636371590662748,1.6074587119510397,1.6196809118846431,3063880704,203.07684088801034
LVP_ROBOWM,videos/0024.mp4,d3dd8b9a85a55babcdb95e2edc65a3648df9fd415f23771c03495c823b766a33,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0972,A (Physical Realism) - physically consistent and tight,0.035,0.1869,0.042,0.0016,1.0,complete,,direct,49,0,0.0,49,0.2566,B (Minor Jitter) - slight geometric jitter,0.4022,0.2255,0.0274,0.1616,1.0,complete,,interpolation_fallback,48,1,0.02040816326530612,49,1.3089,F (Geometric Failure) - geometric coherence breaks down,2.7268,0.5044,0.0821,0.3547,0.9795918367346939,complete,,direct,49,0,0.0,49,0.2371,B (Minor Jitter) - slight geometric jitter,0.383,0.2039,0.0118,0.9601,1.0,complete,,direct,49,0,0.0,49,0.1317,B (Minor Jitter) - slight geometric jitter,0.1514,0.1395,0.0768,0.9785,1.0,complete,,direct,49,0,0.0,49,0.1195,B (Minor Jitter) - slight geometric jitter,0.1438,0.1262,0.0577,0.997,1.0,190.7131836420158,1.3668984859250486,0.9175407560542226,1.5054958179825917,1.518203338026069,3063880704,197.79462404095102
LVP_ROBOWM,videos/0025.mp4,8d500bf59dd417b65e2e8d0adb502ecc1313c76855b9b22c87757fba42142d5f,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.1049,B (Minor Jitter) - slight geometric jitter,0.0922,0.1615,0.017,0.0036,1.0,complete,,interpolation_fallback,45,4,0.08163265306122448,49,2.2683,F (Geometric Failure) - geometric coherence breaks down,5.3979,0.2658,0.0143,0.4006,0.9183673469387755,failed,only 33/49 frames have valid target depths; need at least 40,unavailable,33,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.2651,B (Minor Jitter) - slight geometric jitter,0.3766,0.2762,0.0195,0.0,1.0,complete,,direct,49,0,0.0,49,0.1816,B (Minor Jitter) - slight geometric jitter,0.1329,0.3184,0.0052,0.0,1.0,complete,,direct,49,0,0.0,49,0.1383,B (Minor Jitter) - slight geometric jitter,0.1044,0.2243,0.0341,0.0048,1.0,192.42769211600535,1.199814997962676,0.9989838049514219,2.186889501987025,2.2059413079405203,3063880704,200.04312167095486
LVP_ROBOWM,videos/0026.mp4,99c1c1e4a6885f1ffcf30b400bdff4ec374b5f0ed8121b99fafa35c58c187186,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0747,A (Physical Realism) - physically consistent and tight,0.0207,0.162,0.0083,0.0187,1.0,complete,,direct,49,0,0.0,49,0.1975,B (Minor Jitter) - slight geometric jitter,0.2257,0.262,0.0121,0.0592,1.0,failed,only 19/49 frames have valid target depths; need at least 40,unavailable,19,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.1621,B (Minor Jitter) - slight geometric jitter,0.2556,0.1434,0.0123,0.9839,1.0,complete,,direct,49,0,0.0,49,0.0932,A (Physical Realism) - physically consistent and tight,0.0519,0.1454,0.0713,0.1573,1.0,complete,,direct,49,0,0.0,49,0.1346,B (Minor Jitter) - slight geometric jitter,0.0891,0.2079,0.0791,0.0482,1.0,194.7402921189787,1.3489200590411201,1.4332583100767806,1.7975463010370731,1.8084276770241559,3063880704,202.29388183599804
LVP_ROBOWM,videos/0027.mp4,b4d103c53259f72747886f2ae58d9677f8f72a706d2bf667cde8ec8ca411c43e,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.1777,B (Minor Jitter) - slight geometric jitter,0.1661,0.2719,0.0124,0.0,1.0,complete,,direct,49,0,0.0,49,0.1145,B (Minor Jitter) - slight geometric jitter,0.0801,0.2016,0.0091,0.0948,1.0,complete,,direct,49,0,0.0,49,0.3317,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4567,0.3503,0.0448,0.0034,1.0,complete,,direct,49,0,0.0,49,0.2265,B (Minor Jitter) - slight geometric jitter,0.276,0.2685,0.0437,0.0,1.0,complete,,direct,49,0,0.0,49,0.1709,B (Minor Jitter) - slight geometric jitter,0.204,0.2142,0.0179,0.0,1.0,complete,,direct,49,0,0.0,49,0.1786,B (Minor Jitter) - slight geometric jitter,0.2417,0.1895,0.0307,0.0,1.0,208.83711246494204,1.377246898948215,1.057722739991732,2.119990342995152,2.134754084981978,3063880704,216.83240492397454
LVP_ROBOWM,videos/0028.mp4,c6f395fa4f62a7801c1452c8c4be38d37b069937fa43e6431ddc3c319db49a09,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.085,A (Physical Realism) - physically consistent and tight,0.0196,0.1837,0.0181,0.0011,1.0,complete,,direct,49,0,0.0,49,0.1827,B (Minor Jitter) - slight geometric jitter,0.2395,0.2084,0.0179,0.052,1.0,failed,only 12/49 frames have valid target depths; need at least 40,unavailable,12,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.2032,B (Minor Jitter) - slight geometric jitter,0.2983,0.2054,0.0088,0.9988,1.0,complete,,direct,49,0,0.0,49,0.1045,B (Minor Jitter) - slight geometric jitter,0.1068,0.1375,0.0338,0.2431,1.0,complete,,direct,49,0,0.0,49,0.2095,B (Minor Jitter) - slight geometric jitter,0.3239,0.1553,0.0892,0.9921,1.0,195.50369280204177,1.2344001380261034,0.8812875029398128,1.8153565779794008,1.8277620719745755,3063880704,202.49377190705854
LVP_ROBOWM,videos/0029.mp4,ca96b72c82b4dd28f0417c7e7c397b0d3fa5fd9e1fe4d9d45c58f5e5abdaffa3,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0994,A (Physical Realism) - physically consistent and tight,0.0296,0.2101,0.0175,0.0756,1.0,complete,,direct,49,0,0.0,49,0.2463,B (Minor Jitter) - slight geometric jitter,0.4001,0.202,0.0271,0.1636,1.0,failed,only 6/49 frames have valid target depths; need at least 40,unavailable,6,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.2706,B (Minor Jitter) - slight geometric jitter,0.4697,0.194,0.0254,0.1912,1.0,complete,,direct,49,0,0.0,49,0.1849,B (Minor Jitter) - slight geometric jitter,0.2791,0.1763,0.0139,0.0,1.0,complete,,direct,49,0,0.0,49,0.3695,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6712,0.2497,0.0058,0.5201,1.0,198.39674180699512,1.1657463560113683,0.9570275489240885,2.285535690956749,2.298559513874352,3063880704,205.8872154080309
LVP_ROBOWM,videos/0030.mp4,4e026b0cf917276835d89867a5ffe1808e0117f442dac231a8a65155165b227f,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0943,A (Physical Realism) - physically consistent and tight,0.0638,0.1669,0.0102,0.0153,1.0,complete,,interpolation_fallback,46,3,0.061224489795918366,49,2.0294,F (Geometric Failure) - geometric coherence breaks down,4.7274,0.344,0.0045,0.0858,0.9387755102040817,complete,,interpolation_fallback,41,8,0.16326530612244897,49,2.9597,F (Geometric Failure) - geometric coherence breaks down,7.2369,0.1615,0.0014,0.0206,0.8367346938775511,complete,,direct,49,0,0.0,49,0.2261,B (Minor Jitter) - slight geometric jitter,0.3485,0.2096,0.0144,0.0,1.0,complete,,direct,49,0,0.0,49,0.1311,B (Minor Jitter) - slight geometric jitter,0.1246,0.1841,0.0381,0.6441,1.0,complete,,direct,49,0,0.0,49,0.2168,B (Minor Jitter) - slight geometric jitter,0.3396,0.1699,0.0647,0.0092,1.0,194.70723161299247,1.2424729650374502,1.2346226619556546,1.7765553270000964,1.787487733992748,3063880704,202.22972214303445
LVP_ROBOWM,videos/0031.mp4,ed72f4429b7beb11f67b45817ab7e441bcae39eb5df887ae9146df09d605470e,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.1567,B (Minor Jitter) - slight geometric jitter,0.1719,0.2095,0.0206,0.095,1.0,complete,,direct,49,0,0.0,49,0.3879,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6523,0.279,0.077,0.2378,1.0,complete,,direct,49,0,0.0,49,0.4158,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.8545,0.1704,0.0295,0.4709,1.0,complete,,direct,49,0,0.0,49,0.2434,B (Minor Jitter) - slight geometric jitter,0.3994,0.1735,0.0708,0.5707,1.0,complete,,direct,49,0,0.0,49,0.1368,B (Minor Jitter) - slight geometric jitter,0.0644,0.2298,0.0958,0.368,1.0,complete,,direct,49,0,0.0,49,0.1878,B (Minor Jitter) - slight geometric jitter,0.1598,0.2731,0.0731,0.4706,1.0,212.64236755401362,1.337755896965973,0.9608192529994994,1.5403287529479712,1.5535774768795818,3063880704,219.66271316690836
LVP_ROBOWM,videos/0032.mp4,31e01e860480ee0d4efabc237c4e156d897fd0c9d5421aa47a0739c1e6273020,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0955,A (Physical Realism) - physically consistent and tight,0.0274,0.2067,0.0095,0.0219,1.0,complete,,direct,49,0,0.0,49,0.1526,B (Minor Jitter) - slight geometric jitter,0.1629,0.2141,0.0091,0.0551,1.0,complete,,interpolation_fallback,45,4,0.08163265306122448,49,2.1808,F (Geometric Failure) - geometric coherence breaks down,5.039,0.4128,0.0006,0.144,0.9183673469387755,complete,,direct,49,0,0.0,49,0.1881,B (Minor Jitter) - slight geometric jitter,0.2715,0.1896,0.0181,0.2148,1.0,complete,,direct,49,0,0.0,49,0.1234,B (Minor Jitter) - slight geometric jitter,0.1266,0.1709,0.0221,0.3118,1.0,complete,,direct,49,0,0.0,49,0.1321,B (Minor Jitter) - slight geometric jitter,0.1785,0.1437,0.0163,0.8676,1.0,184.80076937191188,1.287775599048473,0.817770687979646,1.5341056699398905,1.5461128059541807,3063880704,191.6664831720991
LVP_ROBOWM,videos/0033.mp4,fde2e2bbb20c67d0178ed433326a690cc2da0554efec3be1f0bde8d17f5b9d19,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0623,A (Physical Realism) - physically consistent and tight,0.013,0.1349,0.0158,0.0597,1.0,complete,,direct,49,0,0.0,49,0.1723,B (Minor Jitter) - slight geometric jitter,0.2334,0.1887,0.0174,0.4219,1.0,complete,,direct,49,0,0.0,49,0.1761,B (Minor Jitter) - slight geometric jitter,0.2874,0.1374,0.0309,0.419,1.0,complete,,direct,49,0,0.0,49,0.2276,B (Minor Jitter) - slight geometric jitter,0.4194,0.138,0.0231,0.6139,1.0,complete,,direct,49,0,0.0,49,0.1062,B (Minor Jitter) - slight geometric jitter,0.0819,0.1548,0.0577,0.7119,1.0,complete,,direct,49,0,0.0,49,0.1868,B (Minor Jitter) - slight geometric jitter,0.1563,0.2403,0.1408,0.0,1.0,201.52642617805395,1.343219369999133,1.0729095609858632,2.254303677007556,2.2663649290334433,3063880704,209.36033689393662
LVP_ROBOWM,videos/0034.mp4,bf93ac069fd88c3e0880ef38601c8441e2dbefb13854be61598c4b6abc7cf664,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.1809,B (Minor Jitter) - slight geometric jitter,0.1746,0.2574,0.0403,0.0154,1.0,complete,,direct,49,0,0.0,49,0.4211,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.7571,0.2817,0.028,0.2758,1.0,complete,,interpolation_fallback,47,2,0.04081632653061224,49,1.5654,F (Geometric Failure) - geometric coherence breaks down,3.7726,0.1261,0.0296,0.1094,0.9591836734693877,complete,,direct,49,0,0.0,49,0.1988,B (Minor Jitter) - slight geometric jitter,0.3346,0.1562,0.0126,0.4548,1.0,complete,,direct,49,0,0.0,49,0.139,B (Minor Jitter) - slight geometric jitter,0.1224,0.2007,0.0488,0.761,1.0,complete,,direct,49,0,0.0,49,0.1943,B (Minor Jitter) - slight geometric jitter,0.2904,0.1542,0.0822,0.7362,1.0,188.61921145801898,1.2624613589141518,0.8762998770689592,1.847879471955821,1.8612831899663433,3063880704,195.97466487099882
LVP_ROBOWM,videos/0035.mp4,d24fe73159f99aa47367d77208fe665bb124d0951ff28ab7b9987becba889678,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0665,A (Physical Realism) - physically consistent and tight,0.0155,0.1429,0.0157,0.0062,1.0,complete,,direct,49,0,0.0,49,0.1909,B (Minor Jitter) - slight geometric jitter,0.2313,0.2388,0.0142,0.0768,1.0,complete,,direct,49,0,0.0,49,0.1645,B (Minor Jitter) - slight geometric jitter,0.204,0.2054,0.0037,0.1016,1.0,complete,,direct,49,0,0.0,49,0.265,B (Minor Jitter) - slight geometric jitter,0.3655,0.277,0.0398,0.3712,1.0,complete,,direct,49,0,0.0,49,0.2916,B (Minor Jitter) - slight geometric jitter,0.3657,0.2829,0.1609,0.0,1.0,complete,,direct,49,0,0.0,49,0.1676,B (Minor Jitter) - slight geometric jitter,0.1785,0.2368,0.0075,0.2918,1.0,196.55184869503137,1.3440596309956163,1.0707333559403196,1.8119123600190505,1.825077319983393,3063880704,204.1214251309866
LVP_ROBOWM,videos/0036.mp4,d28363331b5649300d72c6c6109df3eaf459f8a022403cf8d212677349a6c657,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0946,A (Physical Realism) - physically consistent and tight,0.0437,0.1896,0.0065,0.0027,1.0,complete,,interpolation_fallback,45,4,0.08163265306122448,49,2.3257,F (Geometric Failure) - geometric coherence breaks down,5.4553,0.3535,0.0107,0.0884,0.9183673469387755,complete,,interpolation_fallback,44,5,0.10204081632653061,49,2.4384,F (Geometric Failure) - geometric coherence breaks down,5.8132,0.278,0.0095,0.0862,0.8979591836734694,complete,,direct,49,0,0.0,49,0.22,B (Minor Jitter) - slight geometric jitter,0.33,0.2125,0.0148,0.0,1.0,complete,,direct,49,0,0.0,49,0.1393,B (Minor Jitter) - slight geometric jitter,0.1377,0.1919,0.0371,0.5909,1.0,complete,,direct,49,0,0.0,49,0.2017,B (Minor Jitter) - slight geometric jitter,0.3596,0.1402,0.0088,0.662,1.0,187.26920862297993,1.3612149120308459,0.8625044450163841,1.8068770190002397,1.8196214420022443,3063880704,194.50160053104628
LVP_ROBOWM,videos/0037.mp4,1c2374b4560e690a8acbbeac2f54cf2939e79e40af056e973ef5525077143c11,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0908,A (Physical Realism) - physically consistent and tight,0.0278,0.1886,0.021,0.0036,1.0,complete,,direct,49,0,0.0,49,0.1914,B (Minor Jitter) - slight geometric jitter,0.27,0.1998,0.0171,0.1164,1.0,complete,,direct,49,0,0.0,49,0.4691,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6742,0.4862,0.0244,0.1879,1.0,complete,,direct,49,0,0.0,49,0.2236,B (Minor Jitter) - slight geometric jitter,0.3381,0.2115,0.0189,0.0,1.0,complete,,direct,49,0,0.0,49,0.1739,B (Minor Jitter) - slight geometric jitter,0.1509,0.2737,0.0202,0.4912,1.0,complete,,direct,49,0,0.0,49,0.245,B (Minor Jitter) - slight geometric jitter,0.3174,0.2724,0.0453,0.6322,1.0,196.72028275800403,1.1774376679677516,1.0061685281107202,2.269445248064585,2.282770799123682,3063880704,204.46454020706005
LVP_ROBOWM,videos/0038.mp4,e65d9390e8234e778f06b6f8cc8a6ceeb623483ad6f18f64718c22595cecf9a5,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0674,A (Physical Realism) - physically consistent and tight,0.0181,0.1428,0.0154,0.0105,1.0,complete,,direct,49,0,0.0,49,0.1922,B (Minor Jitter) - slight geometric jitter,0.2581,0.2179,0.009,0.0576,1.0,complete,,direct,49,0,0.0,49,0.1226,B (Minor Jitter) - slight geometric jitter,0.1142,0.1904,0.0037,0.0482,1.0,complete,,direct,49,0,0.0,49,0.18,B (Minor Jitter) - slight geometric jitter,0.2942,0.15,0.0116,0.0,1.0,complete,,direct,49,0,0.0,49,0.2771,B (Minor Jitter) - slight geometric jitter,0.5483,0.1358,0.0175,0.1528,1.0,complete,,direct,49,0,0.0,49,0.2128,B (Minor Jitter) - slight geometric jitter,0.2689,0.2025,0.1209,0.1777,1.0,193.4680226399796,1.6052566659636796,0.8676653350703418,1.954669913975522,1.9747395520098507,3063880704,201.27198408800177
LVP_ROBOWM,videos/0039.mp4,4155f0327a716420d1460d6e30e81e7aad2d9a07381f365539f2f9c58c055ca5,complete,,False,not_selected,,complete,,direct,49,0,0.0,49,0.0944,A (Physical Realism) - physically consistent and tight,0.0091,0.2184,0.0172,0.0,1.0,complete,,direct,49,0,0.0,49,0.1374,B (Minor Jitter) - slight geometric jitter,0.2009,0.1295,0.026,0.0178,1.0,failed,only 13/49 frames have valid target depths; need at least 40,unavailable,13,0,0.0,49,,,,,,,,complete,,direct,49,0,0.0,49,0.1554,B (Minor Jitter) - slight geometric jitter,0.2276,0.1461,0.0296,0.0554,1.0,complete,,direct,49,0,0.0,49,0.248,B (Minor Jitter) - slight geometric jitter,0.3459,0.2508,0.0469,0.1536,1.0,complete,,direct,49,0,0.0,49,0.1325,B (Minor Jitter) - slight geometric jitter,0.1189,0.1845,0.0559,0.1505,1.0,197.72204589296598,1.1706600219476968,0.7906829679850489,2.2914084939984605,2.3051722060190514,3063880704,204.97660177899525
